,Isolate_1,Isolate_2,Isolate_3,Isolate_4,Colony Count,cfu/ml,value,Day,ID,Qtr,Treatment,Fat,Protein,Lactose,SNF,MUN,SCC,BHB,Acetone,sccact,logscc,subclinical,Maxsq,Minsq,Avgesq,Maxpoly,Minpoly,Avgepoly,cohort,day_within_cohort,merged_ID,bac_type,gram_sp,logcfu,sq_delta,poly_delta
531,Trueperella pyogenes,Corynebacterium xerosis,Bacillus sp.,,"Colony Count: 1,000 CFU/ml",1000,,40,92115,LR,C,1.31,3.03,4.56,8.47,9.65856,692,0.54,0.02,692000,19.40041251229881,1,32.9,29.4,31.7,32.9,28.4,31.6,4,0,92115.0CLR,Environmental,Positive,3.000434077479319,3.5,3.5
532,Trueperella pyogenes,Corynebacterium xerosis,Bacillus sp.,,"Colony Count: 1,000 CFU/ml",1000,,40,92115,RF,C,1.77,2.97,4.76,8.64,8.76034,302,0.57,0.06,302000,18.20418902398717,1,33.0,31.1,32.3,33.1,30.4,32.3,4,0,92115.0CRF,Environmental,Positive,3.000434077479319,1.8999999999999986,1.8999999999999986
533,Corynebacterium xerosis,Staphylococcus chromogenes,,,Colony Count: <100 CFU/ml,100,,410,92115,LR,C,3.26,3.01,4.31,8.13,13.95939,772,0.89,0.07,772000,19.55824132193017,1,31.5,28.7,30.21,31.9,28.5,30.68,4,10,92115.0CLR,Environmental,Positive,2.0043213737826426,2.8000000000000007,2.8000000000000007
534,Corynebacterium xerosis,Staphylococcus chromogenes,,,Colony Count: <100 CFU/ml,100,,410,92115,RF,C,3.81,2.99,4.54,8.38,13.74382,1285,0.89,0.08,1285000,20.29333692874333,1,33.0,31.8,32.59,33.0,30.4,32.2,4,10,92115.0CRF,Environmental,Positive,2.0043213737826426,1.1999999999999993,1.1999999999999993
535,Trueperella pyogenes,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 2,000 CFU/ml",2000,,425,92115,LF,C,2.11,3.21,4.88,8.98,18.02604,19,0.88,0.08,19000,14.21371179810567,0,32.1,29.3,31.1,31.9,29.6,30.9,4,25,92115.0CLF,Environmental,Positive,3.3012470886362113,2.8000000000000007,2.8000000000000007
536,Trueperella pyogenes,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 2,000 CFU/ml",2000,,425,92115,LR,C,2.6,2.93,4.11,7.86,17.38058,1393,0.86,0.06,1393000,20.40976382726334,1,31.9,28.5,30.6,31.8,29.1,30.8,4,25,92115.0CLR,Environmental,Positive,3.3012470886362113,3.3999999999999986,3.3999999999999986
537,Trueperella pyogenes,Corynebacterium xerosis,Mixed Bacterial Growth,,"Colony Count: 2,000 CFU/ml",2000,,425,92115,RF,C,2.81,3.07,4.68,8.64,18.68221,897,0.94,0.09,897000,19.77474845958135,1,32.9,31.5,32.3,33.3,31.5,32.3,4,25,92115.0CRF,Environmental,Positive,3.3012470886362113,1.3999999999999986,1.3999999999999986
538,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92127,LF,T,1.47,3.09,4.91,8.91,17.96025,25,0.92,0.07,25000,14.60964047443681,0,32.5,31.7,32.3,32.7,29.0,31.53,3,10,92127.0TLF,Contagious,Positive,4.000043427276863,0.8000000000000007,0.8000000000000007
539,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92127,LR,T,1.93,2.95,4.86,8.73,17.70199,28,1.08,0.08,28000,14.77313920671969,0,33.3,32.2,32.84,33.3,29.4,32.17,3,10,92127.0TLR,Contagious,Positive,4.000043427276863,1.0999999999999943,1.0999999999999943
540,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92127,RF,T,1.71,3.22,4.5,8.58,16.17075,4204,0.75,0.08,4204000,22.00333123862427,1,32.0,31.2,31.6,32.3,29.9,31.0,3,10,92127.0TRF,Contagious,Positive,4.000043427276863,0.8000000000000007,0.8000000000000007
541,Staphylococcus aureus,,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,310,92127,RR,T,1.45,3.02,4.91,8.85,19.13545,37,0.93,0.08,37000,15.17523765029104,0,33.5,32.5,33.27,33.5,29.9,32.85,3,10,92127.0TRR,Contagious,Positive,4.000043427276863,1.0,1.0
542,Staphylococcus haemolyticus,Corynebacterium xerosis,Aerococcus viridans,,"Colony Count: 2,800 CFU/ml",2800,,325,92127,LF,T,1.19,3.2,4.68,8.74,15.64476,10,0.14,0.03,10000,13.28771237954945,0,34.9,33.3,34.02,35.7,31.9,34.26,3,25,92127.0TLF,Environmental,Positive,3.4473131088235682,1.6000000000000014,1.6000000000000014
543,Staphylococcus haemolyticus,Corynebacterium xerosis,Aerococcus viridans,,"Colony Count: 2,800 CFU/ml",2800,,325,92127,LR,T,1.16,3.15,4.67,8.66,14.6794,28,0.28,0.03,28000,14.77313920671969,0,33.5,33.1,33.26,34.7,31.2,33.59,3,25,92127.0TLR,Environmental,Positive,3.4473131088235682,0.3999999999999986,0.3999999999999986
544,Staphylococcus haemolyticus,Corynebacterium xerosis,Aerococcus viridans,,"Colony Count: 2,800 CFU/ml",2800,,325,92127,RF,T,1.55,3.06,3.94,7.78,12.64639,4303,0.16,0.04,4303000,22.0369114096104,1,34.1,32.7,33.4,35.3,30.5,33.55,3,25,92127.0TRF,Environmental,Positive,3.4473131088235682,1.3999999999999986,1.3999999999999986
545,Staphylococcus haemolyticus,Corynebacterium xerosis,Aerococcus viridans,,"Colony Count: 2,800 CFU/ml",2800,,325,92127,RR,T,1.14,3.2,4.68,8.72,14.92996,51,0.21,0.03,51000,15.63820962663358,0,34.0,32.6,33.22,35.2,31.1,33.07,3,25,92127.0TRR,Environmental,Positive,3.4473131088235682,1.3999999999999986,1.3999999999999986
546,Staphylococcus chromogenes,Aerococcus sp.,Lactococcus sp.,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92130,LF,C,4.39,3.91,4.72,9.47,15.64469,387,0.12,0.11,387000,18.5619740408065,1,33.9,33.2,33.67,33.9,30.7,33.06,4,10,92130.0CLF,Environmental,Positive,4.000043427276863,0.6999999999999957,0.6999999999999957
547,Staphylococcus chromogenes,Aerococcus sp.,Lactococcus sp.,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92130,LR,C,2.95,4.2,4.81,9.84,15.79683,26,-0.3,0.1,26000,14.66622400280318,0,34.0,33.3,33.74,34.3,29.9,33.1,4,10,92130.0CLR,Environmental,Positive,4.000043427276863,0.7000000000000028,0.7000000000000028
548,Staphylococcus chromogenes,Aerococcus sp.,Lactococcus sp.,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92130,RF,C,3.18,4.02,4.78,9.63,15.60368,24,-0.22,0.1,24000,14.55074678538324,0,34.1,33.5,33.89,34.1,30.2,32.68,4,10,92130.0CRF,Environmental,Positive,4.000043427276863,0.6000000000000014,0.6000000000000014
549,Staphylococcus chromogenes,Aerococcus sp.,Lactococcus sp.,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92130,RR,C,2.52,3.69,4.84,9.38,15.26388,267,-0.08,0.08,267000,18.02648021634964,1,34.0,32.1,33.53,34.0,31.2,32.6,4,10,92130.0CRR,Environmental,Positive,4.000043427276863,1.8999999999999986,1.8999999999999986
550,Staphylococcus chromogenes,Streptococcus dysgalactiae,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92130,LF,C,3.04,4.82,3.55,9.05,10.08892,3251,-0.74,0.04,3251000,21.63245212535244,1,35.8,31.2,34.2,35.4,33.2,34.2,4,25,92130.0CLF,Environmental,Positive,4.000043427276863,4.599999999999998,4.599999999999998
551,Staphylococcus chromogenes,Streptococcus dysgalactiae,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92130,LR,C,1.7,4.61,4.36,9.76,11.5747,715,-0.81,0.11,715000,19.44758371632784,1,34.2,29.3,32.5,34.2,30.5,32.6,4,25,92130.0CLR,Environmental,Positive,4.000043427276863,4.900000000000002,4.900000000000002
552,Staphylococcus chromogenes,Streptococcus dysgalactiae,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92130,RF,C,2.37,4.76,4.43,9.97,13.19064,463,-0.42,0.14,463000,18.82065266792232,1,34.9,32.6,34.3,34.9,32.8,34.3,4,25,92130.0CRF,Environmental,Positive,4.000043427276863,2.299999999999997,2.299999999999997
553,Staphylococcus chromogenes,Streptococcus dysgalactiae,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,425,92130,RR,C,2.74,4.48,3.54,8.71,9.23311,5061,-0.58,0.05,5061000,22.27099104367081,1,35.1,32.0,33.7,35.1,32.1,33.7,4,25,92130.0CRR,Environmental,Positive,4.000043427276863,3.1000000000000014,3.1000000000000014
554,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus uberis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92149,LF,LT,1.09,3.51,3.85,8.12,18.07751,9027,-0.42,-0.02,9027000,23.10581517671658,1,33.2,31.8,32.79,34.1,28.6,32.31,4,10,92149.0LTLF,Contagious,Positive,4.000043427276863,1.4000000000000021,1.4000000000000021
555,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus uberis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92149,LR,LT,1.25,3.51,4.23,8.54,18.48133,465,-0.36,0.01,465000,18.82687119065748,1,33.2,30.9,32.59,33.4,27.9,32.09,4,10,92149.0LTLR,Contagious,Positive,4.000043427276863,2.3000000000000043,2.3000000000000043
556,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus uberis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92149,RF,LT,1.72,3.34,3.84,7.95,18.12427,6107,-0.14,-0.01,6107000,22.54203241450534,1,32.7,30.5,32.02,34.0,29.3,31.82,4,10,92149.0LTRF,Contagious,Positive,4.000043427276863,2.200000000000003,2.200000000000003
557,Staphylococcus aureus,Staphylococcus chromogenes,Streptococcus uberis,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92149,RR,LT,1.31,3.41,3.09,7.18,16.76374,9999,-0.45,-0.05,9999000,23.25335238749349,1,32.8,32.2,32.52,33.0,30.2,32.33,4,10,92149.0LTRR,Contagious,Positive,4.000043427276863,0.5999999999999943,0.5999999999999943
558,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,200 CFU/ml",6200,,425,92149,LF,LT,1.28,3.28,3.54,7.58,16.0457,9954,-0.21,-0.02,9954000,23.24684495633911,1,32.5,28.9,31.5,32.1,30.7,31.8,4,25,92149.0LTLF,Contagious,Positive,3.792461731346951,3.6000000000000014,3.6000000000000014
559,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,200 CFU/ml",6200,,425,92149,LR,LT,1.7,3.26,4.36,8.46,14.14928,2911,0.07,0.02,2911000,21.47308340878485,1,32.1,28.2,30.7,32.0,28.9,30.6,4,25,92149.0LTLR,Contagious,Positive,3.792461731346951,3.900000000000002,3.900000000000002
560,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,200 CFU/ml",6200,,425,92149,RF,LT,2.14,3.13,3.76,7.67,13.71334,5838,0.13,0.0,5838000,22.47704278016435,1,32.0,27.2,30.4,32.3,29.4,30.9,4,25,92149.0LTRF,Contagious,Positive,3.792461731346951,4.800000000000001,4.800000000000001
561,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,200 CFU/ml",6200,,425,92149,RR,LT,1.46,3.38,4.26,8.46,13.88605,368,-0.17,0.02,368000,18.4893462407191,1,32.1,27.5,30.4,32.3,29.3,31.3,4,25,92149.0LTRR,Contagious,Positive,3.792461731346951,4.600000000000001,4.600000000000001
562,Staphylococcus hyicus,Staphylococcus chromogenes,,,Colony Count: 300 CFU/ml,300,,310,92151,LF,LT,1.03,2.44,2.36,5.49,15.53988,1387,0.01,-0.17,1387000,20.40353635698569,1,35.8,35.2,35.58,36.0,33.3,35.0,3,10,92151.0LTLF,Environmental,Positive,2.4785664955938436,0.5999999999999943,0.5999999999999943
563,Staphylococcus hyicus,Staphylococcus chromogenes,,,Colony Count: 300 CFU/ml,300,,310,92151,LR,LT,2.25,3.36,2.66,6.7,11.81419,9999,0.01,-0.03,9999000,23.25335238749349,1,35.4,34.8,35.08,35.6,30.0,34.53,3,10,92151.0LTLR,Environmental,Positive,2.4785664955938436,0.6000000000000014,0.6000000000000014
564,Staphylococcus hyicus,Staphylococcus chromogenes,,,Colony Count: 300 CFU/ml,300,,310,92151,RF,LT,1.7,2.93,4.51,8.33,13.85817,226,0.76,0.06,226000,17.78596324707728,0,36.0,35.6,35.8,36.1,34.4,35.46,3,10,92151.0LTRF,Environmental,Positive,2.4785664955938436,0.3999999999999986,0.3999999999999986
565,Staphylococcus hyicus,Staphylococcus chromogenes,,,Colony Count: 300 CFU/ml,300,,310,92151,RR,LT,0.79,2.96,4.95,8.85,14.56138,446,0.69,0.04,446000,18.76668418458239,1,34.7,33.7,34.24,35.5,32.3,34.27,3,10,92151.0LTRR,Environmental,Positive,2.4785664955938436,1.0,1.0
566,Staphylococcus hyicus,Staphylococcus chromogenes,,,"Colony Count: 1,400 CFU/ml",1400,,325,92151,LF,LT,1.72,3.03,2.96,6.67,15.61729,9999,-0.17,-0.07,9999000,23.25335238749349,1,37.4,35.8,36.62,37.8,34.7,36.62,3,25,92151.0LTLF,Environmental,Positive,3.1464381352857744,1.6000000000000014,1.6000000000000014
567,Staphylococcus hyicus,Staphylococcus chromogenes,,,"Colony Count: 1,400 CFU/ml",1400,,325,92151,RF,LT,2.47,2.67,4.58,8.13,17.75258,105,0.49,0.01,105000,16.68002980232821,0,37.7,36.9,37.46,37.8,35.0,36.6,3,25,92151.0LTRF,Environmental,Positive,3.1464381352857744,0.8000000000000043,0.8000000000000043
568,Staphylococcus hyicus,Staphylococcus chromogenes,,,"Colony Count: 1,400 CFU/ml",1400,,325,92151,RR,LT,1.18,2.86,4.82,8.57,21.21031,1,0.19,0.0,1000,9.965784284662087,0,35.7,35.0,35.29,37.6,34.8,36.29,3,25,92151.0LTRR,Environmental,Positive,3.1464381352857744,0.7000000000000028,0.7000000000000028
569,Staphylococcus aureus,,,,"Colony Count: 1,700 CFU/ml",1700,,410,92277,LF,LT,1.92,3.2,4.21,8.21,18.27912,53,0.3,0.03,53000,15.69370473922529,0,33.7,32.6,33.28,33.7,31.1,32.85,4,10,92277.0LTLF,Contagious,Positive,3.230704313612569,1.1000000000000014,1.1000000000000014
570,Staphylococcus aureus,,,,"Colony Count: 1,700 CFU/ml",1700,,410,92277,LR,LT,1.31,3.37,4.77,9.0,17.71246,12,0.2,0.03,12000,13.55074678538324,0,33.6,31.3,32.79,33.7,28.7,32.02,4,10,92277.0LTLR,Contagious,Positive,3.230704313612569,2.3000000000000007,2.3000000000000007
571,Staphylococcus aureus,,,,"Colony Count: 1,700 CFU/ml",1700,,410,92277,RF,LT,0.67,2.77,2.23,5.62,24.08083,6666,-0.4,-0.19,6666000,22.66838988677234,1,33.1,31.8,32.88,34.8,31.9,33.45,4,10,92277.0LTRF,Contagious,Positive,3.230704313612569,1.3000000000000007,1.3000000000000007
572,Staphylococcus aureus,,,,"Colony Count: 1,700 CFU/ml",1700,,410,92277,RR,LT,1.11,3.23,4.47,8.53,17.44258,31,0.04,0.01,31000,14.91998059504896,0,34.9,33.4,34.38,34.8,31.8,33.29,4,10,92277.0LTRR,Contagious,Positive,3.230704313612569,1.5,1.5
576,Staphylococcus haemolyticus,Aerococcus viridans,,,"Colony Count: 2,100 CFU/ml",2100,,425,92306,LF,C,2.34,2.6,3.4,6.77,14.08564,607,0.46,-0.03,607000,19.21133699091777,1,33.5,30.0,32.2,33.5,29.6,32.3,4,25,92306.0CLF,Environmental,Positive,3.3224260524059526,3.5,3.5
577,Staphylococcus haemolyticus,Aerococcus viridans,,,"Colony Count: 2,100 CFU/ml",2100,,425,92306,LR,C,2.4,2.64,3.89,7.35,13.17283,287,0.62,0.0,287000,18.13069121133777,1,32.7,30.2,31.5,32.8,30.1,31.5,4,25,92306.0CLR,Environmental,Positive,3.3224260524059526,2.5000000000000036,2.5000000000000036
578,Staphylococcus haemolyticus,Aerococcus viridans,,,"Colony Count: 2,100 CFU/ml",2100,,425,92306,RR,C,1.81,2.7,4.06,7.6,12.39682,199,0.47,0.01,199000,17.60240890520573,0,32.4,29.3,31.4,32.4,30.6,31.7,4,25,92306.0CRR,Environmental,Positive,3.3224260524059526,3.099999999999998,3.099999999999998
579,Staphylococcus sp. Coagulase Negative,,,,Colony Count: 100 CFU/ml,100,,310,92308,LF,LT,2.97,2.81,4.49,8.19,12.94092,46,0.81,0.04,46000,15.4893462407191,0,33.5,33.2,33.34,33.6,30.7,32.47,3,10,92308.0LTLF,Environmental,Positive,2.0043213737826426,0.29999999999999716,0.29999999999999716
580,Staphylococcus sp. Coagulase Negative,,,,Colony Count: 100 CFU/ml,100,,310,92308,LR,LT,2.31,2.93,4.72,8.56,13.06856,32,0.66,0.04,32000,14.96578428466209,0,34.3,33.9,34.15,34.4,29.9,33.56,3,10,92308.0LTLR,Environmental,Positive,2.0043213737826426,0.3999999999999986,0.3999999999999986
581,Staphylococcus sp. Coagulase Negative,,,,Colony Count: 100 CFU/ml,100,,310,92308,RF,LT,2.64,2.51,3.28,6.58,13.27109,632,0.43,-0.07,632000,19.26956503283919,1,34.3,34.0,34.2,34.6,31.6,33.85,3,10,92308.0LTRF,Environmental,Positive,2.0043213737826426,0.29999999999999716,0.29999999999999716
582,Staphylococcus sp. Coagulase Negative,,,,Colony Count: 100 CFU/ml,100,,310,92308,RR,LT,1.63,2.56,3.48,6.84,14.03207,3267,0.51,-0.03,3267000,21.63953502410015,1,34.2,33.7,33.92,34.4,31.9,33.67,3,10,92308.0LTRR,Environmental,Positive,2.0043213737826426,0.5,0.5
583,Staphylococcus chromogenes,,,,Colony Count: <100 CFU/ml,100,,325,92308,LF,LT,2.7,2.94,4.33,8.11,13.69188,62,0.38,0.03,62000,15.91998059504896,0,36.9,35.7,36.63,37.1,33.7,35.78,3,25,92308.0LTLF,Environmental,Positive,2.0043213737826426,1.1999999999999957,1.1999999999999957
584,Staphylococcus chromogenes,,,,Colony Count: <100 CFU/ml,100,,325,92308,LR,LT,1.86,3.15,4.62,8.62,15.61667,14,0.16,0.02,14000,13.77313920671969,0,36.3,35.2,35.91,36.7,31.5,35.73,3,25,92308.0LTLR,Environmental,Positive,2.0043213737826426,1.0999999999999943,1.0999999999999943
585,Staphylococcus chromogenes,,,,Colony Count: <100 CFU/ml,100,,325,92308,RF,LT,2.9,2.68,3.2,6.6,16.07209,673,0.1,-0.05,673000,19.36024697927241,1,36.4,34.9,35.99,37.2,32.5,35.52,3,25,92308.0LTRF,Environmental,Positive,2.0043213737826426,1.5,1.5
586,Staphylococcus chromogenes,,,,Colony Count: <100 CFU/ml,100,,325,92308,RR,LT,1.93,2.89,4.12,7.81,15.67769,795,0.23,0.01,795000,19.60059533483381,1,36.2,34.8,35.72,36.6,30.2,35.36,3,25,92308.0LTRR,Environmental,Positive,2.0043213737826426,1.4000000000000057,1.4000000000000057
594,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92344,LR,C,1.31,3.13,4.36,8.32,13.92422,1257,0.16,0.0,1257000,20.2615532190826,1,33.8,31.9,33.23,33.8,29.4,31.54,4,10,92344.0CLR,Contagious,Positive,4.000043427276863,1.8999999999999986,1.8999999999999986
595,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: > 10,000 colony forming units/mL.",10000,,410,92344,RR,C,1.09,3.17,4.4,8.39,12.3839,1046,0.11,0.0,1046000,19.99645142090903,1,33.9,32.7,33.37,33.9,30.9,32.73,4,10,92344.0CRR,Contagious,Positive,4.000043427276863,1.1999999999999957,1.1999999999999957
596,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,600 CFU/ml",6600,,425,92344,LR,C,1.46,2.94,4.32,8.11,11.15337,710,0.32,0.03,710000,19.43745949905413,1,33.3,30.4,31.8,33.5,30.5,32.3,4,25,92344.0CLR,Contagious,Positive,3.819609732751585,2.8999999999999986,2.8999999999999986
597,Staphylococcus aureus,Staphylococcus chromogenes,,,"Colony Count: 6,600 CFU/ml",6600,,425,92344,RR,C,0.71,3.02,4.2,8.06,11.24086,595,0.07,0.01,595000,19.1825301428574,1,34.0,31.1,32.6,34.2,31.5,32.9,4,25,92344.0CRR,Contagious,Positive,3.819609732751585,2.8999999999999986,2.8999999999999986
598,Staphylococcus aureus,Aerococcus viridans,,,"Colony Count: 1,500 colony forming units/mL.",1500,,20,92407,LF,T ,1.18,3.04,4.56,8.47,14.68387,17,0.35,0.01,17000,14.05324712591243,0,25.6,19.4,22.96,26.3,18.7,23.16,2,0,92407.0T LF,Contagious,Positive,3.1763806922432702,6.200000000000003,6.200000000000003
599,Staphylococcus aureus,Aerococcus viridans,,,"Colony Count: 1,500 colony forming units/mL.",1500,,20,92407,LR,T ,1.57,3.0,4.38,8.24,14.2772,15,0.27,0.01,15000,13.87267488027061,0,31.5,22.6,29.12,31.5,18.2,27.35,2,0,92407.0T LR,Contagious,Positive,3.1763806922432702,8.899999999999999,8.899999999999999
600,Staphylococcus aureus,Aerococcus viridans,,,"Colony Count: 1,500 colony forming units/mL.",1500,,20,92407,RF,T ,2.39,3.01,4.03,7.86,13.87345,351,0.41,-0.01,351000,18.42111150496665,1,32.4,29.8,31.86,32.8,27.1,31.36,2,0,92407.0T RF,Contagious,Positive,3.1763806922432702,2.599999999999998,2.599999999999998
601,Staphylococcus aureus,Aerococcus viridans,,,"Colony Count: 1,500 colony forming units/mL.",1500,,20,92407,RR,T ,1.08,3.04,4.56,8.47,14.98944,16,0.27,0.01,16000,13.96578428466209,0,31.7,22.1,28.92,32.4,18.5,27.31,2,0,92407.0T RR,Contagious,Positive,3.1763806922432702,9.599999999999998,9.599999999999998
602,Staphylococcus aureus,,,,Colony Count: 100 colony forming units/mL.,100,,225,92407,LF,T ,1.72,2.67,2.56,5.91,10.20118,9999,0.1,-0.07,9999000,23.25335238749349,1,34.3,32.5,33.6,34.7,31.6,33.9,2,25,92407.0T LF,Contagious,Positive,2.0043213737826426,1.7999999999999972,1.7999999999999972
603,Staphylococcus aureus,,,,Colony Count: 100 colony forming units/mL.,100,,225,92407,LR,T ,1.66,2.88,4.38,8.13,8.35947,258,0.65,0.06,258000,17.97701154008534,1,34.0,28.6,33.0,34.0,29.2,32.9,2,25,92407.0T LR,Contagious,Positive,2.0043213737826426,5.399999999999999,5.399999999999999
604,Staphylococcus aureus,,,,Colony Count: 100 colony forming units/mL.,100,,225,92407,RF,T ,1.53,2.85,4.17,7.86,8.3398,81,0.48,0.03,81000,16.30563428754671,0,32.4,29.1,31.2,33.6,23.6,32.4,2,25,92407.0T RF,Contagious,Positive,2.0043213737826426,3.299999999999997,3.299999999999997
605,Staphylococcus aureus,,,,Colony Count: 100 colony forming units/mL.,100,,225,92407,RR,T ,1.46,2.91,4.42,8.2,8.77568,15,0.62,0.05,15000,13.87267488027061,0,33.6,31.3,32.8,33.9,29.9,31.6,2,25,92407.0T RR,Contagious,Positive,2.0043213737826426,2.3000000000000007,2.3000000000000007
606,Bacillus sp.,,,,Colony Count: 800 CFU/ml,800,,40,92469,LF,LT,2.06,3.07,4.19,8.12,11.04857,426,-0.09,0.02,426000,18.70049390488793,1,32.4,27.2,30.7,33.0,28.7,31.3,4,0,92469.0LTLF,Environmental,Positive,2.9036325160842376,5.199999999999999,5.199999999999999
607,Bacillus sp.,,,,Colony Count: 800 CFU/ml,800,,40,92469,LR,LT,2.25,2.28,3.6,6.71,8.78072,105,0.4,0.03,105000,16.68002980232821,0,32.2,29.2,30.9,32.4,28.8,31.1,4,0,92469.0LTLR,Environmental,Positive,2.9036325160842376,3.0000000000000036,3.0000000000000036
608,Bacillus sp.,,,,Colony Count: 800 CFU/ml,800,,40,92469,RF,LT,1.18,2.48,4.16,7.52,9.25765,1492,0.24,0.01,1492000,20.50881610491733,1,33.3,28.8,32.2,33.3,29.5,32.6,4,0,92469.0LTRF,Environmental,Positive,2.9036325160842376,4.4999999999999964,4.4999999999999964
609,Bacillus sp.,,,,Colony Count: 800 CFU/ml,800,,40,92469,RR,LT,1.13,1.82,3.01,5.62,8.55863,78,0.19,0.02,78000,16.25118650352434,0,32.4,29.3,30.8,31.3,29.2,30.3,4,0,92469.0LTRR,Environmental,Positive,2.9036325160842376,3.099999999999998,3.099999999999998
610,Staphylococcus aureus,Corynebacterium bovis,Staphylococcus haemolyticus,Staphylococcus chromogenes,Colony Count: 300 CFU/ml,300,,410,92469,LF,LT,2.72,2.9,4.27,7.99,18.02387,173,0.49,0.04,173000,17.40041251229881,0,33.6,32.0,33.15,33.6,31.3,32.5,4,10,92469.0LTLF,Contagious,Positive,2.4785664955938436,1.6000000000000014,1.6000000000000014
611,Staphylococcus aureus,Corynebacterium bovis,Staphylococcus haemolyticus,Staphylococcus chromogenes,Colony Count: 300 CFU/ml,300,,410,92469,LR,LT,1.41,3.02,4.67,8.54,17.69427,101,0.31,0.03,101000,16.62399576741388,0,32.3,28.7,31.58,32.4,29.5,31.3,4,10,92469.0LTLR,Contagious,Positive,2.4785664955938436,3.599999999999998,3.599999999999998
612,Staphylococcus aureus,Corynebacterium bovis,Staphylococcus haemolyticus,Staphylococcus chromogenes,Colony Count: 300 CFU/ml,300,,410,92469,RF,LT,2.0,3.15,3.64,7.54,18.27121,5191,0.06,0.01,5191000,22.30758105705392,1,34.1,33.1,33.72,34.1,33.0,33.72,4,10,92469.0LTRF,Contagious,Positive,2.4785664955938436,1.0,1.0
